Name,Role,type,coach_id
Bobby Petrino,Asst. Defensive Backs,Worked For,WhitJo0
Dan Quinn,"Defensive Backs/Def. PGC, Defensive Coordinator",Worked For,WhitJo0
Jason Garrett,"Asst. Offensive Line, Quality Control/Offensive Asst., Tight Ends",Worked For,PhilWe0
Jay Gruden,Tight Ends,Worked For,PhilWe0
Sean McVay,"Tight Ends, Tight Ends/Passing Game Coordinator",Worked For,PhilWe0
Kevin O'Connell,Offensive Coordinator,Worked For,PhilWe0
Wade Phillips,Quality Control/Offensive Asst.,Worked For,PhilWe0
Jack Del Rio,Offensive Coordinator,Worked For,KoetDi0
Dan Quinn,Offensive Coordinator,Worked For,KoetDi0
Lovie Smith,Offensive Coordinator,Worked For,KoetDi0
Mike Smith,Offensive Coordinator,Worked For,KoetDi0
Mike Smith,Defensive Coordinator,Employed,KoetDi0
Jack Del Rio,Wide Receivers,Worked For,MonkTo0
John Harbaugh,Offensive Coordinator,Worked For,MonkTo0
Freddie Kitchens,Offensive Coordinator,Worked For,MonkTo0
Dirk Koetter,"Offensive Coordinator, Offensive Coordinator/Wide Receivers",Worked For,MonkTo0
Tom Coughlin,Defensive Quality Control,Worked For,KiffLa0
Tom Cable,"Offensive Line, Offensive Line/Interim Head Coach",Employed,KiffLa0
John Fassel,Special Teams Coordinator,Employed,KiffLa0
Bill Belichick,"Offensive Assistant, Offensive Coordinator, Offensive Coordinator/Quarterbacks, Quarterbacks, Wide Receivers",Worked For,OBriBi0
Romeo Crennel,"Asst. Head Coach, Asst. Head Coach/Defensive Coordinator, Asst. Head Coach/Interim Head Coach, Defensive Coordinator",Employed,OBriBi0
Mike Vrabel,"Defensive Coordinator, Linebackers",Employed,OBriBi0
Brian Daboll,Running Backs,Worked For,NixoJe0
Chip Kelly,Tight Ends,Worked For,NixoJe0
Joe Philbin,Running Backs,Worked For,NixoJe0
Andy Reid,Offensive & Special Teams Asst.,Worked For,NixoJe0
Matt Rhule,"Interim Offensive Coordinator/Running Backs, Running Backs, Running Backs/Senior Offensive Asst.",Worked For,NixoJe0
Tony Sparano,Running Backs,Worked For,NixoJe0
Mike Tomlin,"Offensive Coordinator/Quarterbacks, Quarterbacks, Wide Receivers",Worked For,FichRa0
Gunther Cunningham,Quality Control,Worked For,CignFr0
Jeff Fisher,"Offensive Coordinator, Quarterbacks",Worked For,CignFr0
Jim Haslett,Quarterbacks,Worked For,CignFr0
Ben McAdoo,Quarterbacks,Worked For,CignFr0
Mike McCarthy,Quarterbacks,Worked For,CignFr0
Mike Nolan,Quarterbacks,Worked For,CignFr0
Jay Gruden,Defensive Line,Worked For,TomsJi0
Jim Harbaugh,Defensive Line,Worked For,TomsJi0
Mike McCarthy,Defensive Line,Worked For,TomsJi0
Mike Nolan,Defensive Line,Worked For,TomsJi0
Mike Singletary,"Defensive Line, Defensive Line/Interim HC",Worked For,TomsJi0
Vance Joseph,Defensive Backs,Employed,TomsJi0
Eric Mangini,Defensive Coordinator,Employed,TomsJi0
Tony Sparano,Tight Ends,Employed,TomsJi0
Dave Canales,Defensive Coordinator,Worked For,EverEj0
Jon Gruden,Def. Quality Control,Worked For,EverEj0
Nathaniel Hackett,Defensive Coordinator,Worked For,EverEj0
Jim Harbaugh,"Assistant, Defensive Assistant, Offensive Assistant",Worked For,EverEj0
Mike McCarthy,Def. Quality Control,Worked For,EverEj0
Sean McVay,"Def. Passing Game Coordinator/Secondary, Safeties",Worked For,EverEj0
Raheem Morris,Def. Quality Control,Worked For,EverEj0
Frank Reich,Defensive Coordinator,Worked For,EverEj0
Jim Tomsula,Defensive Assistant,Worked For,EverEj0
Gus Bradley,"Defensive Coordinator, Defensive Line",Worked For,WashTo0
Dan Campbell,Defensive Line,Worked For,WashTo0
Dave Canales,Defensive Line,Worked For,WashTo0
Pete Carroll,Defensive Line,Worked For,WashTo0
Jon Gruden,"Defensive Line, Defensive Quality Control",Worked For,WashTo0
Doug Marrone,Defensive Coordinator,Worked For,WashTo0
Raheem Morris,Defensive Line,Worked For,WashTo0
Frank Reich,Defensive Line,Worked For,WashTo0
Joe Gibbs,Defensive Quality Assistant,Worked For,SmitAr0
Mike Mularkey,Tight Ends,Worked For,SmitAr0
Mike Munchak,"Defensive Quality Control, Offensive Quality Control, OL/Tight Ends",Worked For,SmitAr0
Mike Tomlin,Offensive Coordinator,Worked For,SmitAr0
Mike Vrabel,"Offensive Coordinator, Tight Ends",Worked For,SmitAr0
Ken Whisenhunt,Asst. Tight Ends,Worked For,SmitAr0
Jim Zorn,Defensive Quality Assistant,Worked For,SmitAr0
John Harbaugh,"Defensive Coordinator, Linebackers",Worked For,MattGr0
Rob Chudzinski,Special Teams Coordinator,Worked For,TaboCh0
Hue Jackson,Special Teams Coordinator,Worked For,TaboCh0
Matt Nagy,Special Teams Coordinator,Worked For,TaboCh0
Mike Pettine,Special Teams Coordinator,Worked For,TaboCh0
Frank Reich,Interim Head Coach/Special Teams Coordinator,Worked For,TaboCh0
Matt Rhule,Special Teams Coordinator,Worked For,TaboCh0
Pat Shurmur,Special Teams Coordinator,Worked For,TaboCh0
Lovie Smith,Asst. Special Teams,Worked For,TaboCh0
Jim Caldwell,Senior Assistant,Employed,TaboCh0
Dom Capers,Senior Defensive Asst.,Employed,TaboCh0
Matt Eberflus,Defensive Coordinator,Worked For,WashEr0
Sean McDermott,"Defensive Line, Defensive Line/Asst. Head Coach",Worked For,WashEr0
Ron Rivera,"Defensive Coordinator, Defensive Line",Worked For,WashEr0
Lovie Smith,"Asst. Defensive Line, Defensive Line",Worked For,WashEr0
Gary Kubiak,Offensive Quality Control,Worked For,LaFlMa0
Sean McVay,Offensive Coordinator,Worked For,LaFlMa0
Dan Quinn,Quarterbacks,Worked For,LaFlMa0
Mike Shanahan,Quarterbacks,Worked For,LaFlMa0
Mike Vrabel,Offensive Coordinator,Worked For,LaFlMa0
Rich Bisaccia,"Special Teams, Special Teams/Asst. Head Coach",Employed,LaFlMa0
Nathaniel Hackett,Offensive Coordinator,Employed,LaFlMa0
Mike Pettine,Defensive Coordinator,Employed,LaFlMa0
Todd Bowles,Offensive Coordinator,Worked For,GailCh0
Bill Cowher,"Offensive Coordinator, Wide Receivers",Worked For,GailCh0
Herm Edwards,Offensive Coordinator,Worked For,GailCh0
Brian Flores,Offensive Coordinator,Worked For,GailCh0
Dan Reeves,"Offensive Coordinator/Receivers, Quarterbacks, Special Teams/Tight Ends, Tight Ends/Receivers",Worked For,GailCh0
Dave Wannstedt,Offensive Coordinator,Worked For,GailCh0
Jim Bates,Defensive Line,Employed,GailCh0
Dave Campo,Defensive Coordinator,Employed,GailCh0
Giff Smith,Defensive Line,Employed,GailCh0
Dave Wannstedt,"Assistant Head Coach/Linebackers, Defensive Coordinator",Employed,GailCh0
Mike Zimmer,Defensive Backs Coach,Employed,GailCh0
Jim Caldwell,Running Backs,Worked For,ModkCu0
Herm Edwards,Running Backs,Worked For,ModkCu0
Vic Fangio,Running Backs,Worked For,ModkCu0
John Fox,Running Backs,Worked For,ModkCu0
Chan Gailey,Offensive Coordinator,Worked For,ModkCu0
Vance Joseph,Running Backs,Worked For,ModkCu0
Chip Kelly,Offensive Coordinator,Worked For,ModkCu0
Kevin O'Connell,Running Backs/Run Game Coordinator,Worked For,ModkCu0
Jim Schwartz,Running Backs,Worked For,ModkCu0
Ken Whisenhunt,Running Backs,Worked For,ModkCu0
Bill Belichick,"Offensive Quality Control, Tight Ends",Worked For,WaldSh0
Pete Carroll,Offensive Coordinator,Worked For,WaldSh0
Matt Eberflus,Offensive Coordinator,Worked For,WaldSh0
Jay Gruden,Offensive Quality Control,Worked For,WaldSh0
Sean McVay,"Passing Game Coordinator, Passing Game Coordinator/Quarterbacks, Tight Ends",Worked For,WaldSh0
Bruce Arians,Inside Linebackers,Worked For,CaldMi0
Todd Bowles,Inside Linebackers/Asst. HC,Worked For,CaldMi0
Doug Pederson,Defensive Coordinator,Worked For,CaldMi0
Antonio Pierce,Linebackers/Def. Run Game Coordinator,Worked For,CaldMi0
Andy Reid,"Asst. Linebackers, Def. Quality Control, Linebackers",Worked For,CaldMi0
Andy Reid,"Coaches' Assistant, Coaching Intern, Offensive Coordinator, Offensive Quality Control, Quarterbacks",Worked For,NagyMa0
Brad Childress,"Offensive Consultant, Senior Offensive Asst.",Employed,NagyMa0
Vic Fangio,Defensive Coordinator,Employed,NagyMa0
Chuck Pagano,Defensive Coordinator,Employed,NagyMa0
Mike Pettine,Senior Def. Asst.,Employed,NagyMa0
Brandon Staley,Outside Linebackers,Employed,NagyMa0
Chris Tabor,Special Teams Coordinator,Employed,NagyMa0
Jay Gruden,Offensive Coordinator,Worked For,McVaSe0
Jon Gruden,Asst. Wide Receivers,Worked For,McVaSe0
Mike Shanahan,"Asst. Tight Ends, Tight Ends",Worked For,McVaSe0
John Fassel,Special Teams Coordinator,Employed,McVaSe0
Jay Gruden,Consultant,Employed,McVaSe0
Aaron Kromer,"Offensive Line, Offensive Line/RGC",Employed,McVaSe0
Matt LaFleur,Offensive Coordinator,Employed,McVaSe0
Raheem Morris,Defensive Coordinator,Employed,McVaSe0
Kevin O'Connell,Offensive Coordinator,Employed,McVaSe0
Wade Phillips,Defensive Coordinator,Employed,McVaSe0
Giff Smith,Defensive Line/RGC,Employed,McVaSe0
Brandon Staley,Defensive Coordinator,Employed,McVaSe0
Zac Taylor,"Assistant Wide Receivers, Quarterbacks",Employed,McVaSe0
Todd Bowles,Defensive Backs,Worked For,WilsDe0
Brian Callahan,Defensive Coordinator,Worked For,WilsDe0
Jeff Fisher,"Def. Quality Control, Defensive Backs",Worked For,WilsDe0
Adam Gase,Defensive Backs/Def. PGC,Worked For,WilsDe0
John Harbaugh,Defensive Backs,Worked For,WilsDe0
Nick Sirianni,"Defensive Backs, Defensive Backs/Def. PGC",Worked For,WilsDe0
Lovie Smith,Pro Scout,Worked For,WilsDe0
Jason Garrett,Linebackers,Worked For,EberMa0
Eric Mangini,Linebackers,Worked For,EberMa0
Frank Reich,Defensive Coordinator,Worked For,EberMa0
Tom Coughlin,Secondary,Worked For,WaltTi0
Jeff Fisher,Defensive Coordinator,Worked For,WaltTi0
Doug Marrone,Cornerbacks,Worked For,WaltTi0
Ben McAdoo,Secondary,Worked For,WaltTi0
Urban Meyer,Cornerbacks,Worked For,WaltTi0
Jim Schwartz,"Secondary, Secondary/3rd Down Package",Worked For,WaltTi0
Pat Shurmur,Secondary,Worked For,WaltTi0
Jim Caldwell,"Offensive Assistant, Offensive Coordinator, Quarterbacks, Quarterbacks/Interim Offensive Coordinator",Worked For,CootJi0
Romeo Crennel,Quality Control Coordinator,Worked For,CootJi0
John Fox,Offensive Assistant,Worked For,CootJi0
Adam Gase,Running Backs,Worked For,CootJi0
Matt Patricia,Offensive Coordinator,Worked For,CootJi0
Doug Pederson,Passing Game Coordinator,Worked For,CootJi0
Nick Sirianni,Consultant,Worked For,CootJi0
Shane Steichen,Offensive Coordinator,Worked For,CootJi0
Romeo Crennel,Wide Receivers,Worked For,SiriNi0
Todd Haley,"Asst. Quarterbacks, Offensive Quality Control",Worked For,SiriNi0
Anthony Lynn,Wide Receivers,Worked For,SiriNi0
Mike McCoy,"Offensive Quality Control, Quarterbacks, Wide Receivers",Worked For,SiriNi0
Frank Reich,Offensive Coordinator,Worked For,SiriNi0
Vic Fangio,"Consultant, Defensive Coordinator",Employed,SiriNi0
Jonathan Gannon,Defensive Coordinator,Employed,SiriNi0
Matt Patricia,Senior Defensive Asst.,Employed,SiriNi0
Shane Steichen,Offensive Coordinator,Employed,SiriNi0
Tom Cable,Offensive Quality Control/Asst. QBs,Worked For,ScanRi0
Vic Fangio,Offensive Coordinator,Worked For,ScanRi0
Doug Pederson,Senior Offensive Asst.,Worked For,ScanRi0
Antonio Pierce,Quarterbacks,Worked For,ScanRi0
Dan Quinn,Offensive Quality Control,Worked For,ScanRi0
Kyle Shanahan,Quarterbacks,Worked For,ScanRi0
Bill Belichick,"Coaching Assistant, Defensive Assistant, Defensive Line, Linebackers",Worked For,GrahPa0
Brian Flores,Defensive Coordinator,Worked For,GrahPa0
Joe Judge,Defensive Coordinator/Asst. HC,Worked For,GrahPa0
Ben McAdoo,Defensive Line,Worked For,GrahPa0
Mike McCarthy,Linebackers/Running Coordinator,Worked For,GrahPa0
Josh McDaniels,Defensive Coordinator,Worked For,GrahPa0
Antonio Pierce,Defensive Coordinator,Worked For,GrahPa0
Tom Coughlin,"Defensive Assistant, Defensive Quality Control",Worked For,HolcAl0
Freddie Kitchens,Linebackers/RGC,Worked For,HolcAl0
Sean McDermott,"Linebackers, Senior Defensive Asst.",Worked For,HolcAl0
Matt Rhule,"Def. Running Game Coordinator, Interim DC/Def. Running Game Coordinator",Worked For,HolcAl0
Ron Rivera,Linebackers,Worked For,HolcAl0
Steve Wilks,Defensive Coordinator,Worked For,HolcAl0
Dan Campbell,Defensive Assistant,Worked For,ONeiJi0
Jon Gruden,"Defensive Backs, Senior Defensive Assistant",Worked For,ONeiJi0
Chip Kelly,Defensive Coordinator,Worked For,ONeiJi0
Doug Marrone,Linebackers,Worked For,ONeiJi0
Mike Pettine,Defensive Coordinator,Worked For,ONeiJi0
Rex Ryan,"Assistant DB Coach, Defensive Quality Control/Defensive Backs",Worked For,ONeiJi0
Andy Reid,"Offensive Coordinator, Offensive Quality Control, Quarterbacks",Worked For,PedeDo0
Mike McCoy,Quarterbacks,Employed,PedeDo0
Marty Mornhinweg,Senior Offensive Asst.,Employed,PedeDo0
Frank Reich,Offensive Coordinator,Employed,PedeDo0
Jim Schwartz,Defensive Coordinator,Employed,PedeDo0
Chan Gailey,Defensive Line,Worked For,SmitGi0
Anthony Lynn,Defensive Line,Worked For,SmitGi0
Mike McCoy,Defensive Line,Worked For,SmitGi0
Sean McVay,Defensive Line/RGC,Worked For,SmitGi0
Brandon Staley,"Defensive Line, Interim Head Coach/Outside Linebackers, Outside Linebackers",Worked For,SmitGi0
Ken Whisenhunt,Defensive Line,Worked For,SmitGi0
Jim Caldwell,Quarterbacks,Worked For,CallBr0
John Fox,"Offensive Assistant, Offensive Quality Control",Worked For,CallBr0
Jon Gruden,Quarterbacks,Worked For,CallBr0
Gary Kubiak,Offensive Assistant,Worked For,CallBr0
Josh McDaniels,Coaching Assistant,Worked For,CallBr0
Zac Taylor,Offensive Coordinator,Worked For,CallBr0
Bill Callahan,Offensive Line,Employed,CallBr0
Sean Payton,Asst. HC/Tight Ends,Worked For,CampDa1
Joe Philbin,"TE Coach/Interim Head Coach, Tight Ends",Worked For,CampDa1
Tony Sparano,"Offensive Coaching Intern, Tight Ends",Worked For,CampDa1
Dom Capers,Senior Defensive Asst.,Employed,CampDa1
John Fox,Senior Defensive Asst.,Employed,CampDa1
Anthony Lynn,Offensive Coordinator,Employed,CampDa1
Al Saunders,Senior Offensive Assistant,Employed,CampDa1
Zac Taylor,QB Coach/Interim OC,Employed,CampDa1
John Fox,Tight Ends,Worked For,SmitFr0
Jon Gruden,Tight Ends,Worked For,SmitFr0
Mike McDaniel,Offensive Coordinator,Worked For,SmitFr0
Sean Payton,Asst. Offensive Line,Worked For,SmitFr0
Brandon Staley,Running Game Coordinator/Offensive Line,Worked For,SmitFr0
Jerry Burns,Defensive Backs,Worked For,CarrPe0
Bruce Coslet,Defensive Coordinator,Worked For,CarrPe0
Bud Grant,Defensive Backs,Worked For,CarrPe0
George Seifert,Defensive Coordinator,Worked For,CarrPe0
Kay Stephenson,Defensive Backs,Worked For,CarrPe0
Darrell Bevell,Offensive Coordinator,Employed,CarrPe0
Gus Bradley,Defensive Coordinator,Employed,CarrPe0
Tom Cable,Assistant HC/Offensive Line,Employed,CarrPe0
Dave Canales,"Asst. Quarterbacks, Off. Quality Control, Passing Game Coordinator, Quarterbacks, Wide Receivers",Employed,CarrPe0
Dan Quinn,"Defensive Coordinator, Defensive Line",Employed,CarrPe0
Robert Saleh,Defensive Quality Control,Employed,CarrPe0
Todd Bowles,Offensive Coordinator,Worked For,CanaDa0
Pete Carroll,"Asst. Quarterbacks, Off. Quality Control, Passing Game Coordinator, Quarterbacks, Wide Receivers",Worked For,CanaDa0
Jim Caldwell,Senior Assistant,Employed,CanaDa0
Dom Capers,Senior Defensive Asst.,Employed,CanaDa0
Pete Carroll,"Defensive Coordinator, Linebackers",Worked For,NortKe0
Jack Del Rio,Defensive Coordinator,Worked For,NortKe0
Dan Quinn,Linebackers,Worked For,NortKe0
Dennis Allen,Co-Defensive Coordinator,Worked For,RichKr0
Pete Carroll,"Asst. DB Coach, Defensive Backs, Defensive Coordinator",Worked For,RichKr0
Jason Garrett,Defensive Backs,Worked For,RichKr0
Sean Payton,Defensive Backs,Worked For,RichKr0
Doug Pederson,Defensive Backs,Worked For,RichKr0
Pete Carroll,Asst. Special Teams,Worked For,UlbrJe0
Dan Quinn,"Asst. HC/LB/Interim DC, Linebackers",Worked For,UlbrJe0
Robert Saleh,Defensive Coordinator,Worked For,UlbrJe0
Rob Chudzinski,Asst. Defensive Backs,Worked For,BabiBo1
Sean McDermott,"Asst. Defensive Backs, Defensive Coordinator, Linebackers, Safeties",Worked For,BabiBo1
Mike Pettine,Asst. Defensive Backs,Worked For,BabiBo1
Ron Rivera,"Administrative Coaching Asst., Asst. Defensive Backs",Worked For,BabiBo1
Sean McDermott,"Offensive Coordinator, Quarterbacks, Quarterbacks/PGC",Worked For,DorsKe0
Ron Rivera,"Quarterbacks, Scout",Worked For,DorsKe0
Kevin Stefanski,Offensive Coordinator,Worked For,DorsKe0
Rob Chudzinski,Wide Receivers,Worked For,TurnSc0
Josh McDaniels,Passing Game Coordinator,Worked For,TurnSc0
Antonio Pierce,Passing Game Coordinator,Worked For,TurnSc0
Ron Rivera,"Offensive Coordinator, Offensive Quality Control, Quarterbacks",Worked For,TurnSc0
Mike Zimmer,Quarterbacks,Worked For,TurnSc0
Rob Chudzinski,Offensive Quality Control,Worked For,SteiSh0
Anthony Lynn,"Offensive Coordinator, Quarterbacks, Quarterbacks/Interim Offensive Coordinator",Worked For,SteiSh0
Mike McCoy,"Offensive Quality Control, Quarterbacks",Worked For,SteiSh0
Nick Sirianni,Offensive Coordinator,Worked For,SteiSh0
Norv Turner,Defensive Assistant,Worked For,SteiSh0
Gus Bradley,Defensive Coordinator,Employed,SteiSh0
Bill Belichick,"Offensive Asst., Tight Ends",Worked For,GodsGe0
Jim Caldwell,Defensive Assistant,Worked For,GodsGe0
Brian Flores,"Offensive Coordinator, Tight Ends",Worked For,GodsGe0
John Harbaugh,Tight Ends,Worked For,GodsGe0
Bill O'Brien,"Offensive Coordinator, Quarterbacks",Worked For,GodsGe0
Matt Patricia,Quarterbacks,Worked For,GodsGe0
John Fox,Quarterbacks,Worked For,RagoDa0
Jay Gruden,Offensive Quality Control,Worked For,RagoDa0
Sean McVay,Quarterbacks,Worked For,RagoDa0
Mike Munchak,"Quarterbacks, Wide Receivers",Worked For,RagoDa0
Matt Nagy,"Passing Game Coordinator, Quarterbacks",Worked For,RagoDa0
Arthur Smith,Offensive Coordinator,Worked For,RagoDa0
DeMeco Ryans,Offensive Coordinator,Worked For,SlowBo1
Kyle Shanahan,"Defensive Quality Control, Offensive Assistant, Passing Game Coordinator, Passing Game Specialist",Worked For,SlowBo1
Mike Shanahan,Defensive Assistant,Worked For,SlowBo1
Bruce Arians,"Defensive Coordinator, Outside Linebackers",Worked For,BettJa0
Chuck Pagano,Outside Linebackers,Worked For,BettJa0
Kyle Shanahan,Sr. Defensive Asst./Run Game Specialist,Worked For,BettJa0
Pat Shurmur,Defensive Coordinator,Worked For,BettJa0
Zac Taylor,Linebackers,Worked For,BettJa0
Dennis Allen,Offensive Assistant,Worked For,HolzNi0
Brian Callahan,Offensive Coordinator,Worked For,HolzNi0
Jack Del Rio,"Asst. Wide Receivers, Off. Quality Control",Worked For,HolzNi0
Jon Gruden,"Asst. Wide Receivers, Off. Quality Control",Worked For,HolzNi0
Doug Pederson,Passing Game Coordinator,Worked For,HolzNi0
Adam Gase,Defensive Backs,Worked For,AnarLo0
Joe Philbin,"Defensive Backs, Defensive Backs/Interim DC",Worked For,AnarLo0
Pat Shurmur,Defensive Backs,Worked For,AnarLo0
Zac Taylor,Defensive Coordinator,Worked For,AnarLo0
Dan Campbell,"Offensive Coordinator, Tight Ends",Worked For,JohnBe0
Adam Gase,"Assistant WR Coach, Wide Receivers",Worked For,JohnBe0
Matt Patricia,"Off. Quality Control, Tight Ends",Worked For,JohnBe0
Joe Philbin,"Assistant QB Coach, Assistant QB Coach/Tight Ends, Offensive Assistant",Worked For,JohnBe0
Sean McVay,"Assistant Wide Receivers, Quarterbacks",Worked For,TaylZa0
Joe Philbin,"Asst. QB Coach, QB Coach, QB Coach/Interim OC",Worked For,TaylZa0
Brian Callahan,Offensive Coordinator,Employed,TaylZa0
Bill Belichick,"Offensive Assistant, Quarterbacks/Offensive Assistant, Special Teams Assistant, Special Teams Coordinator, Special Teams Coordinator/Wide Receivers",Worked For,JudgJo0
Jason Garrett,Offensive Coordinator,Employed,JudgJo0
Freddie Kitchens,"Offensive Coordinator/Senior Offensive Asst., Tight Ends",Employed,JudgJo0
Tom Coughlin,Asst. Offensive Line,Worked For,RhulMa0
Ben McAdoo,Offensive Coordinator,Employed,RhulMa0
Chris Tabor,Special Teams Coordinator,Employed,RhulMa0
Steve Wilks,Interim HC/Secondary/Def. Pass Game Coordinator,Employed,RhulMa0
John Harbaugh,"Defensive Line/Associate Head Coach, Defensive Line/Def. Run Game Coordinator",Worked For,WeavAn0
Doug Marrone,Defensive Line,Worked For,WeavAn0
Mike McDaniel,Defensive Coordinator,Worked For,WeavAn0
Bill O'Brien,"Defensive Coordinator, Defensive Line",Worked For,WeavAn0
Mike Pettine,Defensive Line,Worked For,WeavAn0
Rex Ryan,Asst. Defensive Line,Worked For,WeavAn0
Pete Carroll,"Asst. Secondary, Asst. Special Teams, Defensive Assistant",Worked For,ManuMa0
Doug Pederson,Secondary,Worked For,ManuMa0
Dan Quinn,"Defensive Coordinator, Secondary",Worked For,ManuMa0
Robert Saleh,Safeties,Worked For,ManuMa0
Dave Wannstedt,"Defensive Assistant, Secondary",Worked For,SchiGr0
Butch Davis,Special Advisor,Employed,SchiGr0
Dave Wannstedt,Special Teams,Employed,SchiGr0
Chip Kelly,Defensive Backs,Worked For,HaflJe0
Matt LaFleur,Defensive Coordinator,Worked For,HaflJe0
Mike Pettine,Defensive Backs,Worked For,HaflJe0
Greg Schiano,"Asst. Defensive Backs, Defensive Backs",Worked For,HaflJe0
Kyle Shanahan,Defensive Backs,Worked For,HaflJe0
Pete Carroll,Associate Head Coach-Defense,Worked For,DesaSe0
John Fox,Defensive Quality Control,Worked For,DesaSe0
Sean McVay,Senior Defensive Asst.,Worked For,DesaSe0
Matt Nagy,"Defensive Coordinator, Defensive Quality Control, Safeties",Worked For,DesaSe0
Nick Sirianni,Defensive Coordinator,Worked For,DesaSe0
Marc Trestman,Defensive Quality Control,Worked For,DesaSe0
Brian Daboll,Wide Receivers,Worked For,GrohMi0
Jeff Fisher,Passing Coordinator/Wide Receivers,Worked For,GrohMi0
John Fox,Wide Receivers,Worked For,GrohMi0
Al Groh,Assistant,Worked For,GrohMi0
Doug Pederson,"Offensive Coordinator, Wide Receivers",Worked For,GrohMi0
Frank Reich,Wide Receivers,Worked For,GrohMi0
Marc Trestman,Wide Receivers,Worked For,GrohMi0
Rob Chudzinski,Intern,Worked For,PetzDr0
Jonathan Gannon,Offensive Coordinator,Worked For,PetzDr0
Kevin Stefanski,"Quarterbacks, Tight Ends",Worked For,PetzDr0
Mike Zimmer,"Asst. Quarterbacks, Asst. Wide Receivers, Offensive Assistant, Wide Receivers",Worked For,PetzDr0
Marvin Lewis,Offensive Assistant,Worked For,PitcDa0
Chuck Pagano,"Pro Scout, Scouting Assistant",Worked For,PitcDa0
Zac Taylor,"Asst. Quarterbacks, Offensive Coordinator, Quarterbacks",Worked For,PitcDa0
Dennis Allen,Offensive Coordinator,Worked For,KubiKl0
Leslie Frazier,Offensive Quality Control,Worked For,KubiKl0
Nathaniel Hackett,Quarterbacks/Passing Game Coordinator,Worked For,KubiKl0
Vance Joseph,Offensive Assistant,Worked For,KubiKl0
Gary Kubiak,Offensive Assistant,Worked For,KubiKl0
Kyle Shanahan,Passing Game Coordinator,Worked For,KubiKl0
Mike Zimmer,"Offensive Coordinator, Offensive Quality Control, Quarterbacks",Worked For,KubiKl0
Kevin O'Connell,Offensive Assistant,Employed,KellCh0
Pat Shurmur,"Offensive Coordinator, Offensive Coordinator/Interim Head Coach",Employed,KellCh0
Chip Kelly,Off. Quality Control,Worked For,TaylPr0
Doug Pederson,"Off. Quality Control/Asst. Quarterbacks, Offensive Coordinator, Quarterbacks, Quarterbacks/Passing Game Coordinator",Worked For,TaylPr0
Frank Reich,Senior Offensive Asst.,Worked For,TaylPr0
Bill Belichick,"Asst. Quarterbacks, Wide Receivers",Worked For,LombMi1
Todd Bowles,Offensive Assistant,Worked For,LombMi1
Jim Harbaugh,"Assistant to the Head Coach, Offensive Assistant",Worked For,LombMi1
Chip Kelly,Off. Quality Control,Worked For,LombMi1
Josh McDaniels,Offensive Coordinator,Worked For,LombMi1
Jim Tomsula,Defensive Assistant,Worked For,LombMi1
Pete Carroll,"Asst. Defensive Backs/Special Teams, Asst. Special Teams, Defensive Backs",Worked For,SoreNi0
Urban Meyer,Special Teams Coordinator,Worked For,SoreNi0
Kyle Shanahan,"Def. Passing Game Specialist/Nickelbacks, Defensive Assistant, Defensive Coordinator",Worked For,SoreNi0
John Harbaugh,"Defensive Assistant, Defensive Backs, Defensive Coordinator, Intern, Linebackers",Worked For,MacdMi0
Leslie Frazier,Assistant Head Coach,Employed,MacdMi0
Pete Carroll,"Defensive Coordinator, Defensive Line/Asst. HC",Worked For,HurtCl0
John Fox,Outside Linebackers,Worked For,HurtCl0
Nick Sirianni,Defensive Line/Senior Def. Asst.,Worked For,HurtCl0
Marc Trestman,Asst. Defensive Line,Worked For,HurtCl0
Dan Campbell,Defensive Coordinator,Worked For,GlenAa0
Sean Payton,Defensive Backs,Worked For,GlenAa0
Mike Pettine,Asst. Defensive Backs,Worked For,GlenAa0
Sean McVay,Offensive Coordinator,Worked For,LaFlMi0
Mike Pettine,Offensive Intern,Worked For,LaFlMi0
Dan Quinn,Offensive Assistant,Worked For,LaFlMi0
Robert Saleh,Offensive Coordinator,Worked For,LaFlMi0
Kyle Shanahan,"Passing Game Coordinator, Passing Game Coordinator/Wide Receivers",Worked For,LaFlMi0
Jason Garrett,Coaching Intern,Worked For,DurdAd0
Mike Macdonald,Defensive Coordinator,Worked For,DurdAd0
Mike McCarthy,Defensive Line,Worked For,DurdAd0
Dan Quinn,"Coaching Intern, Defensive Assistant, Outside Linebackers",Worked For,DurdAd0
Bill Belichick,Offensive Assistant,Worked For,HardBo0
Brian Callahan,Quarterbacks,Worked For,HardBo0
John Fox,"Offensive Assistant, Offensive Quality Control",Worked For,HardBo0
Adam Gase,"Offensive Assistant, Quarterbacks",Worked For,HardBo0
Josh McDaniels,"Interim OC/Quarterbacks, Quarterbacks",Worked For,HardBo0
Matt Eberflus,Offensive Coordinator,Worked For,GetsLu0
Matt LaFleur,"Passing Game Coordinator/Quarterbacks, Quarterbacks",Worked For,GetsLu0
Mike McCarthy,"Offensive Quality Control, Wide Receivers",Worked For,GetsLu0
Antonio Pierce,Offensive Coordinator,Worked For,GetsLu0
Bill Cowher,Special Teams Coordinator,Worked For,ZookRo0
Gunther Cunningham,Defensive Backs,Worked For,ZookRo0
Jim Haslett,Defensive Coordinator,Worked For,ZookRo0
Mike McCarthy,"Asst. Special Teams, Special Teams Coordinator",Worked For,ZookRo0
David Culley,Offensive Coordinator,Worked For,KellTi0
