type,coach,coach_id,team_name,season,off_scheme,def_scheme
Head Coach/VP of Football Ops,Pete Carroll,/executives/CarrPe0,Seattle Seahawks,2022,West Coast,4-3
Coach,Todd Bowles,BowlTo0,Tampa Bay Buccaneers,2022,Air Coryell,3-4
Offensive Coordinator,Byron Leftwich,LeftBy0,Tampa Bay Buccaneers,2022,Air Coryell,3-4
Defensive Coordinator,Larry Foote,FootLa0,Tampa Bay Buccaneers,2022,Air Coryell,3-4
Defensive Coordinator,Kacy Rodgers,RodgKa0,Tampa Bay Buccaneers,2022,Air Coryell,3-4
Other Notable Asst.,Clyde Christensen,ChriCl0,Tampa Bay Buccaneers,2022,Air Coryell,3-4
Other Notable Asst.,Harold Goodwin,GoodHa0,Tampa Bay Buccaneers,2022,Air Coryell,3-4
Other Notable Asst.,Tom Moore,MoorTo0,Tampa Bay Buccaneers,2022,Air Coryell,3-4
Other Notable Asst.,Bob Sanders,SandBo0,Tampa Bay Buccaneers,2022,Air Coryell,3-4
Coach,Mike Vrabel,VrabMi0,Tennessee Titans,2022,West Coast,3-4
Offensive Coordinator,Todd Downing,DownTo0,Tennessee Titans,2022,West Coast,3-4
Defensive Coordinator,Shane Bowen,BoweSh0,Tennessee Titans,2022,West Coast,3-4
Other Notable Asst.,Tim Kelly,KellTi0,Tennessee Titans,2022,West Coast,3-4
Other Notable Asst.,Jim Schwartz,SchwJi0,Tennessee Titans,2022,West Coast,3-4
Coach,Ron Rivera,RiveRo0,Washington Commanders,2022,Air Coryell,4-3
Offensive Coordinator,Scott Turner,TurnSc0,Washington Commanders,2022,Air Coryell,4-3
Defensive Coordinator,Jack Del Rio,DelRJa0,Washington Commanders,2022,Air Coryell,4-3
Other Notable Asst.,Juan Castillo,CastJu0,Washington Commanders,2022,Air Coryell,4-3
Other Notable Asst.,Jim Hostler,HostJi0,Washington Commanders,2022,Air Coryell,4-3
Other Notable Asst.,Ken Zampese,ZampKe0,Washington Commanders,2022,Air Coryell,4-3
Coach,Jonathan Gannon,GannJo0,Arizona Cardinals,2023,West Coast,4-3
Offensive Coordinator,Drew Petzing,PetzDr0,Arizona Cardinals,2023,West Coast,4-3
Defensive Coordinator,Nick Rallis,RallNi0,Arizona Cardinals,2023,West Coast,4-3
Coach,Arthur Smith,SmitAr0,Atlanta Falcons,2023,West Coast,4-3
Offensive Coordinator,Dave Ragone,RagoDa0,Atlanta Falcons,2023,West Coast,4-3
Defensive Coordinator,Ryan Nielsen,NielRy0,Atlanta Falcons,2023,West Coast,4-3
Other Notable Asst.,Frank Bush,BushFr0,Atlanta Falcons,2023,West Coast,4-3
Other Notable Asst.,Jerry Gray,GrayJe0,Atlanta Falcons,2023,West Coast,4-3
Coach,John Harbaugh,HarbJo0,Baltimore Ravens,2023,Air Coryell,3-4
Offensive Coordinator,Todd Monken,MonkTo0,Baltimore Ravens,2023,Air Coryell,3-4
Defensive Coordinator,Mike Macdonald,MacdMi0,Baltimore Ravens,2023,Air Coryell,3-4
Other Notable Asst.,George Godsey,GodsGe0,Baltimore Ravens,2023,Air Coryell,3-4
Other Notable Asst.,Zach Orr,OrrxZa0,Baltimore Ravens,2023,Air Coryell,3-4
Other Notable Asst.,Anthony Weaver,WeavAn0,Baltimore Ravens,2023,Air Coryell,3-4
Other Notable Asst.,Dennard Wilson,WilsDe0,Baltimore Ravens,2023,Air Coryell,3-4
Coach,Sean McDermott,McDeSe0,Buffalo Bills,2023,Erhardt-Perkins,4-3
Offensive Coordinator,Joe Brady,BradJo0,Buffalo Bills,2023,Erhardt-Perkins,4-3
Offensive Coordinator,Ken Dorsey,DorsKe0,Buffalo Bills,2023,Erhardt-Perkins,4-3
Other Notable Asst.,Bobby Babich,BabiBo1,Buffalo Bills,2023,Erhardt-Perkins,4-3
Other Notable Asst.,Rob Boras,BoraRo0,Buffalo Bills,2023,Erhardt-Perkins,4-3
Other Notable Asst.,Joe Brady,BradJo0,Buffalo Bills,2023,Erhardt-Perkins,4-3
Other Notable Asst.,Al Holcomb,HolcAl0,Buffalo Bills,2023,Erhardt-Perkins,4-3
Other Notable Asst.,Aaron Kromer,KromAa0,Buffalo Bills,2023,Erhardt-Perkins,4-3
Other Notable Asst.,Mike Shula,ShulMi0,Buffalo Bills,2023,Erhardt-Perkins,4-3
Other Notable Asst.,Eric Washington,WashEr0,Buffalo Bills,2023,Erhardt-Perkins,4-3
Coach,Frank Reich,ReicFr0,Carolina Panthers,2023,West Coast,3-4
Coach,Chris Tabor,TaboCh0,Carolina Panthers,2023,West Coast,3-4
Offensive Coordinator,Thomas Brown,BrowTh0,Carolina Panthers,2023,West Coast,3-4
Defensive Coordinator,Ejiro Evero,EverEj0,Carolina Panthers,2023,West Coast,3-4
Other Notable Asst.,Jim Caldwell,CaldJi0,Carolina Panthers,2023,West Coast,3-4
Other Notable Asst.,Dom Capers,CapeDo0,Carolina Panthers,2023,West Coast,3-4
Other Notable Asst.,Chris Tabor,TaboCh0,Carolina Panthers,2023,West Coast,3-4
Other Notable Asst.,Todd Wash,WashTo0,Carolina Panthers,2023,West Coast,3-4
Coach,Matt Eberflus,EberMa0,Chicago Bears,2023,West Coast,4-3
Offensive Coordinator,Luke Getsy,GetsLu0,Chicago Bears,2023,West Coast,4-3
Defensive Coordinator,Alan Williams,WillAl0,Chicago Bears,2023,West Coast,4-3
Other Notable Asst.,Phil Snow,SnowPh0,Chicago Bears,2023,West Coast,4-3
Coach,Zac Taylor,TaylZa0,Cincinnati Bengals,2023,West Coast,4-3
Offensive Coordinator,Brian Callahan,CallBr0,Cincinnati Bengals,2023,West Coast,4-3
Defensive Coordinator,Lou Anarumo,AnarLo0,Cincinnati Bengals,2023,West Coast,4-3
Other Notable Asst.,James Bettcher,BettJa0,Cincinnati Bengals,2023,West Coast,4-3
Other Notable Asst.,Mark Duffner,DuffMa0,Cincinnati Bengals,2023,West Coast,4-3
Other Notable Asst.,Dan Pitcher,PitcDa0,Cincinnati Bengals,2023,West Coast,4-3
Coach,Kevin Stefanski,StefKe0,Cleveland Browns,2023,West Coast,4-3
Offensive Coordinator,Alex Van Pelt,VanPAl0,Cleveland Browns,2023,West Coast,4-3
Defensive Coordinator,Jim Schwartz,SchwJi0,Cleveland Browns,2023,West Coast,4-3
Other Notable Asst.,Bill Callahan,CallBi0,Cleveland Browns,2023,West Coast,4-3
Other Notable Asst.,Bill Musgrave,MusgBi0,Cleveland Browns,2023,West Coast,4-3
Other Notable Asst.,Chad O'Shea,OSheCh0,Cleveland Browns,2023,West Coast,4-3
Other Notable Asst.,Jason Tarver,TarvJa0,Cleveland Browns,2023,West Coast,4-3
Coach,Mike McCarthy,McCaMi0,Dallas Cowboys,2023,Air Coryell,3-4
Offensive Coordinator,Brian Schottenheimer,SchoBr0,Dallas Cowboys,2023,Air Coryell,3-4
Defensive Coordinator,Dan Quinn,QuinDa0,Dallas Cowboys,2023,Air Coryell,3-4
Other Notable Asst.,Aden Durde,DurdAd0,Dallas Cowboys,2023,Air Coryell,3-4
Other Notable Asst.,John Fassel,FassJo0,Dallas Cowboys,2023,Air Coryell,3-4
Other Notable Asst.,Mike Solari,SolaMi0,Dallas Cowboys,2023,Air Coryell,3-4
Other Notable Asst.,Joe Whitt,WhitJo0,Dallas Cowboys,2023,Air Coryell,3-4
Coach,Sean Payton,PaytSe0,Denver Broncos,2023,Air Coryell,3-4
Offensive Coordinator,Joe Lombardi,LombJo0,Denver Broncos,2023,Air Coryell,3-4
Defensive Coordinator,Vance Joseph,JoseVa0,Denver Broncos,2023,Air Coryell,3-4
Other Notable Asst.,Greg Manusky,ManuGr0,Denver Broncos,2023,Air Coryell,3-4
Other Notable Asst.,John Morton,MortJo0,Denver Broncos,2023,Air Coryell,3-4
Other Notable Asst.,Joe Vitt,VittJo0,Denver Broncos,2023,Air Coryell,3-4
Coach,Dan Campbell,CampDa1,Detroit Lions,2023,Erhardt-Perkins,3-4
Offensive Coordinator,Ben Johnson,JohnBe0,Detroit Lions,2023,Erhardt-Perkins,3-4
Defensive Coordinator,Aaron Glenn,GlenAa0,Detroit Lions,2023,Erhardt-Perkins,3-4
Other Notable Asst.,John Fox,FoxxJo0,Detroit Lions,2023,Erhardt-Perkins,3-4
Other Notable Asst.,Jim Hostler,HostJi0,Detroit Lions,2023,Erhardt-Perkins,3-4
Coach,Matt LaFleur,LaFlMa0,Green Bay Packers,2023,West Coast,3-4
Offensive Coordinator,Adam Stenavich,StenAd0,Green Bay Packers,2023,West Coast,3-4
Defensive Coordinator,Joe Barry,BarrJo0,Green Bay Packers,2023,West Coast,3-4
Other Notable Asst.,Rich Bisaccia,BisaRi0,Green Bay Packers,2023,West Coast,3-4
Other Notable Asst.,Tom Clements,ClemTo0,Green Bay Packers,2023,West Coast,3-4
Coach,DeMeco Ryans,RyanDe0,Houston Texans,2023,West Coast,4-3
Offensive Coordinator,Bobby Slowik,SlowBo1,Houston Texans,2023,West Coast,4-3
Defensive Coordinator,Matt Burke,BurkMa0,Houston Texans,2023,West Coast,4-3
Other Notable Asst.,Bill Lazor,LazoBi0,Houston Texans,2023,West Coast,4-3
Other Notable Asst.,Cory Undlin,UndlCo0,Houston Texans,2023,West Coast,4-3
Coach,Shane Steichen,SteiSh0,Indianapolis Colts,2023,West Coast,4-3
Offensive Coordinator,Jim Bob Cooter,CootJi0,Indianapolis Colts,2023,West Coast,4-3
Defensive Coordinator,Gus Bradley,BradGu0,Indianapolis Colts,2023,West Coast,4-3
Other Notable Asst.,Richard Smith,SmitRi0,Indianapolis Colts,2023,West Coast,4-3
Coach,Doug Pederson,PedeDo0,Jacksonville Jaguars,2023,West Coast,3-4
Offensive Coordinator,Press Taylor,TaylPr0,Jacksonville Jaguars,2023,West Coast,3-4
Defensive Coordinator,Mike Caldwell,CaldMi0,Jacksonville Jaguars,2023,West Coast,3-4
Other Notable Asst.,Geep Chryst,ChryGe0,Jacksonville Jaguars,2023,West Coast,3-4
Other Notable Asst.,Nick Holz,HolzNi0,Jacksonville Jaguars,2023,West Coast,3-4
Other Notable Asst.,Mike McCoy,McCoMi1,Jacksonville Jaguars,2023,West Coast,3-4
Other Notable Asst.,Bob Sutton,SuttBo0,Jacksonville Jaguars,2023,West Coast,3-4
Coach,Andy Reid,ReidAn0,Kansas City Chiefs,2023,West Coast,4-3
Offensive Coordinator,Matt Nagy,NagyMa0,Kansas City Chiefs,2023,West Coast,4-3
Defensive Coordinator,Steve Spagnuolo,SpagSt0,Kansas City Chiefs,2023,West Coast,4-3
Other Notable Asst.,Joe Cullen,CullJo0,Kansas City Chiefs,2023,West Coast,4-3
Other Notable Asst.,Ken Flajole,FlajKe0,Kansas City Chiefs,2023,West Coast,4-3
Coach,Josh McDaniels,McDaJo0,Las Vegas Raiders,2023,Erhardt-Perkins,3-4
Coach,Antonio Pierce,PierAn0,Las Vegas Raiders,2023,Erhardt-Perkins,3-4
Offensive Coordinator,Bo Hardegree,HardBo0,Las Vegas Raiders,2023,Erhardt-Perkins,3-4
Offensive Coordinator,Mick Lombardi,LombMi1,Las Vegas Raiders,2023,Erhardt-Perkins,3-4
Defensive Coordinator,Patrick Graham,GrahPa0,Las Vegas Raiders,2023,Erhardt-Perkins,3-4
Other Notable Asst.,Edgar Bennett,BennEd0,Las Vegas Raiders,2023,Erhardt-Perkins,3-4
Other Notable Asst.,Bo Hardegree,HardBo0,Las Vegas Raiders,2023,Erhardt-Perkins,3-4
Other Notable Asst.,Antonio Pierce,PierAn0,Las Vegas Raiders,2023,Erhardt-Perkins,3-4
Other Notable Asst.,Rob Ryan,RyanRo0,Las Vegas Raiders,2023,Erhardt-Perkins,3-4
Other Notable Asst.,Scott Turner,TurnSc0,Las Vegas Raiders,2023,Erhardt-Perkins,3-4
Coach,Giff Smith,SmitGi0,Los Angeles Chargers,2023,Air Coryell,3-4
Coach,Brandon Staley,StalBr0,Los Angeles Chargers,2023,Air Coryell,3-4
Offensive Coordinator,Kellen Moore,MoorKe0,Los Angeles Chargers,2023,Air Coryell,3-4
Defensive Coordinator,Derrick Ansley,AnslDe0,Los Angeles Chargers,2023,Air Coryell,3-4
Other Notable Asst.,Giff Smith,SmitGi0,Los Angeles Chargers,2023,Air Coryell,3-4
Coach,Sean McVay,McVaSe0,Los Angeles Rams,2023,West Coast,3-4
Offensive Coordinator,Mike LaFleur,LaFlMi0,Los Angeles Rams,2023,West Coast,3-4
Defensive Coordinator,Raheem Morris,MorrRa0,Los Angeles Rams,2023,West Coast,3-4
Other Notable Asst.,Jimmy Lake,LakeJi0,Los Angeles Rams,2023,West Coast,3-4
Other Notable Asst.,Zac Robinson,RobiZa0,Los Angeles Rams,2023,West Coast,3-4
Other Notable Asst.,Chris Shula,ShulCh0,Los Angeles Rams,2023,West Coast,3-4
Coach,Mike McDaniel,McDaMi0,Miami Dolphins,2023,West Coast,3-4
Offensive Coordinator,Frank Smith,SmitFr0,Miami Dolphins,2023,West Coast,3-4
Defensive Coordinator,Vic Fangio,FangVi0,Miami Dolphins,2023,West Coast,3-4
Other Notable Asst.,Darrell Bevell,BeveDa0,Miami Dolphins,2023,West Coast,3-4
Other Notable Asst.,Renaldo Hill,HillRe0,Miami Dolphins,2023,West Coast,3-4
Other Notable Asst.,Eric Studesville,StudEr0,Miami Dolphins,2023,West Coast,3-4
Coach,Kevin O'Connell,OConKe0,Minnesota Vikings,2023,West Coast,3-4
Offensive Coordinator,Wes Phillips,PhilWe0,Minnesota Vikings,2023,West Coast,3-4
Defensive Coordinator,Brian Flores,FlorBr0,Minnesota Vikings,2023,West Coast,3-4
Other Notable Asst.,Curtis Modkins,ModkCu0,Minnesota Vikings,2023,West Coast,3-4
Other Notable Asst.,Mike Pettine,PettMi0,Minnesota Vikings,2023,West Coast,3-4
Coach,Bill Belichick,BeliBi0,New England Patriots,2023,Erhardt-Perkins,4-3
Offensive Coordinator,Bill O'Brien,OBriBi0,New England Patriots,2023,Erhardt-Perkins,4-3
Other Notable Asst.,DeMarcus Covington,CoviDe0,New England Patriots,2023,Erhardt-Perkins,4-3
Other Notable Asst.,Joe Judge,JudgJo0,New England Patriots,2023,Erhardt-Perkins,4-3
Other Notable Asst.,Jerod Mayo,MayoJe0,New England Patriots,2023,Erhardt-Perkins,4-3
Head Coach/de facto General Manager,Bill Belichick,/executives/BeliBi0,New England Patriots,2023,Erhardt-Perkins,4-3
Coach,Dennis Allen,AlleDe0,New Orleans Saints,2023,Air Coryell,4-3
Offensive Coordinator,Pete Carmichael,CarmPe0,New Orleans Saints,2023,Air Coryell,4-3
Defensive Coordinator,Joe Woods,WoodJo0,New Orleans Saints,2023,Air Coryell,4-3
Other Notable Asst.,Peter Giunta,GiunPe0,New Orleans Saints,2023,Air Coryell,4-3
Other Notable Asst.,Todd Grantham,GranTo0,New Orleans Saints,2023,Air Coryell,4-3
Other Notable Asst.,Doug Marrone,MarrDo0,New Orleans Saints,2023,Air Coryell,4-3
Coach,Brian Daboll,DaboBr0,New York Giants,2023,Erhardt-Perkins,3-4
Offensive Coordinator,Mike Kafka,KafkMi0,New York Giants,2023,Erhardt-Perkins,3-4
Defensive Coordinator,Don Martindale,MartDo0,New York Giants,2023,Erhardt-Perkins,3-4
Other Notable Asst.,Mike Groh,GrohMi0,New York Giants,2023,Erhardt-Perkins,3-4
Other Notable Asst.,Jeff Nixon,NixoJe0,New York Giants,2023,Erhardt-Perkins,3-4
Other Notable Asst.,Andre Patterson,PattAn0,New York Giants,2023,Erhardt-Perkins,3-4
Coach,Robert Saleh,SaleRo0,New York Jets,2023,West Coast,4-3
Offensive Coordinator,Nathaniel Hackett,HackNa0,New York Jets,2023,West Coast,4-3
Defensive Coordinator,Jeff Ulbrich,UlbrJe0,New York Jets,2023,West Coast,4-3
Other Notable Asst.,Todd Downing,DownTo0,New York Jets,2023,West Coast,4-3
Other Notable Asst.,Marquand Manuel,ManuMa0,New York Jets,2023,West Coast,4-3
Coach,Nick Sirianni,SiriNi0,Philadelphia Eagles,2023,West Coast,4-3
Offensive Coordinator,Brian Johnson,JohnBr0,Philadelphia Eagles,2023,West Coast,4-3
Defensive Coordinator,Sean Desai,DesaSe0,Philadelphia Eagles,2023,West Coast,4-3
Other Notable Asst.,Marcus Brady,BradMa0,Philadelphia Eagles,2023,West Coast,4-3
Other Notable Asst.,Jason Michael,MichJa0,Philadelphia Eagles,2023,West Coast,4-3
Other Notable Asst.,Matt Patricia,PatrMa0,Philadelphia Eagles,2023,West Coast,4-3
Coach,Mike Tomlin,TomlMi0,Pittsburgh Steelers,2023,Erhardt-Perkins,3-4
Offensive Coordinator,Matt Canada,CanaMa0,Pittsburgh Steelers,2023,Erhardt-Perkins,3-4
Offensive Coordinator,Eddie Faulkner,FaulEd0,Pittsburgh Steelers,2023,Erhardt-Perkins,3-4
Defensive Coordinator,Teryl Austin,AustTe0,Pittsburgh Steelers,2023,Erhardt-Perkins,3-4
Other Notable Asst.,Eddie Faulkner,FaulEd0,Pittsburgh Steelers,2023,Erhardt-Perkins,3-4
Other Notable Asst.,Mike Sullivan,SullMi0,Pittsburgh Steelers,2023,Erhardt-Perkins,3-4
Coach,Kyle Shanahan,ShanKy0,San Francisco 49ers,2023,West Coast,4-3
Defensive Coordinator,Steve Wilks,WilkSt0,San Francisco 49ers,2023,West Coast,4-3
Other Notable Asst.,Chris Foerster,FoerCh0,San Francisco 49ers,2023,West Coast,4-3
Other Notable Asst.,Klint Kubiak,KubiKl0,San Francisco 49ers,2023,West Coast,4-3
Other Notable Asst.,Anthony Lynn,LynnAn0,San Francisco 49ers,2023,West Coast,4-3
Other Notable Asst.,Nick Sorensen,SoreNi0,San Francisco 49ers,2023,West Coast,4-3
Coach,Pete Carroll,CarrPe0,Seattle Seahawks,2023,West Coast,4-3
Offensive Coordinator,Shane Waldron,WaldSh0,Seattle Seahawks,2023,West Coast,4-3
Defensive Coordinator,Clint Hurtt,HurtCl0,Seattle Seahawks,2023,West Coast,4-3
Other Notable Asst.,Greg Olson,OlsoGr0,Seattle Seahawks,2023,West Coast,4-3
Other Notable Asst.,Carl Smith,SmitCa0,Seattle Seahawks,2023,West Coast,4-3
Head Coach/VP of Football Ops,Pete Carroll,/executives/CarrPe0,Seattle Seahawks,2023,West Coast,4-3
Coach,Todd Bowles,BowlTo0,Tampa Bay Buccaneers,2023,West Coast,3-4
Offensive Coordinator,Dave Canales,CanaDa0,Tampa Bay Buccaneers,2023,West Coast,3-4
Defensive Coordinator,Larry Foote,FootLa0,Tampa Bay Buccaneers,2023,West Coast,3-4
Defensive Coordinator,Kacy Rodgers,RodgKa0,Tampa Bay Buccaneers,2023,West Coast,3-4
Other Notable Asst.,George Edwards,EdwaGe0,Tampa Bay Buccaneers,2023,West Coast,3-4
Other Notable Asst.,Harold Goodwin,GoodHa0,Tampa Bay Buccaneers,2023,West Coast,3-4
Other Notable Asst.,Brad Idzik,IdziBr0,Tampa Bay Buccaneers,2023,West Coast,3-4
Other Notable Asst.,Tom Moore,MoorTo0,Tampa Bay Buccaneers,2023,West Coast,3-4
Coach,Mike Vrabel,VrabMi0,Tennessee Titans,2023,West Coast,3-4
Offensive Coordinator,Tim Kelly,KellTi0,Tennessee Titans,2023,West Coast,3-4
Defensive Coordinator,Shane Bowen,BoweSh0,Tennessee Titans,2023,West Coast,3-4
Other Notable Asst.,Justin Outten,OuttJu0,Tennessee Titans,2023,West Coast,3-4
Coach,Ron Rivera,RiveRo0,Washington Commanders,2023,West Coast,4-3
Offensive Coordinator,Eric Bieniemy,BienEr0,Washington Commanders,2023,West Coast,4-3
Defensive Coordinator,Jack Del Rio,DelRJa0,Washington Commanders,2023,West Coast,4-3
Other Notable Asst.,Juan Castillo,CastJu0,Washington Commanders,2023,West Coast,4-3
Other Notable Asst.,Ken Zampese,ZampKe0,Washington Commanders,2023,West Coast,4-3
Coach,Vince Tobin,TobiVi0,Arizona Cardinals,1999,West Coast,4-3
Offensive Coordinator,Marc Trestman,TresMa0,Arizona Cardinals,1999,West Coast,4-3
Defensive Coordinator,Dave McGinnis,McGiDa0,Arizona Cardinals,1999,West Coast,4-3
Other Notable Asst.,Hank Kuhlmann,KuhlHa0,Arizona Cardinals,1999,West Coast,4-3
Other Notable Asst.,Larry Marmie,MarmLa0,Arizona Cardinals,1999,West Coast,4-3
Coach,Dan Reeves,ReevDa0,Atlanta Falcons,1999,Smashmouth,4-3
Offensive Coordinator,George Sefcik,SefcGe0,Atlanta Falcons,1999,Smashmouth,4-3
Defensive Coordinator,Rich Brooks,BrooRi0,Atlanta Falcons,1999,Smashmouth,4-3
Other Notable Asst.,Don Blackmon,BlacDo0,Atlanta Falcons,1999,Smashmouth,4-3
Other Notable Asst.,Jack Burns,BurnJa0,Atlanta Falcons,1999,Smashmouth,4-3
Other Notable Asst.,Ron Meeks,MeekRo0,Atlanta Falcons,1999,Smashmouth,4-3
Other Notable Asst.,Art Shell,ShelAr0,Atlanta Falcons,1999,Smashmouth,4-3
Head Coach/Player Personnel,Dan Reeves,/executives/ReevDa0,Atlanta Falcons,1999,Smashmouth,4-3
Coach,Brian Billick,BillBr0,Baltimore Ravens,1999,West Coast,4-3
Offensive Coordinator,Matt Cavanaugh,CavaMa0,Baltimore Ravens,1999,West Coast,4-3
Defensive Coordinator,Marvin Lewis,LewiMa0,Baltimore Ravens,1999,West Coast,4-3
Other Notable Asst.,Jim Colletto,CollJi0,Baltimore Ravens,1999,West Coast,4-3
Other Notable Asst.,Jack Del Rio,DelRJa0,Baltimore Ravens,1999,West Coast,4-3
Other Notable Asst.,Donnie Henderson,HendDo0,Baltimore Ravens,1999,West Coast,4-3
Other Notable Asst.,Milt Jackson,JackMi0,Baltimore Ravens,1999,West Coast,4-3
Other Notable Asst.,Rex Ryan,RyanRe0,Baltimore Ravens,1999,West Coast,4-3
Other Notable Asst.,Mike Smith,SmitMi0,Baltimore Ravens,1999,West Coast,4-3
Coach,Wade Phillips,PhilWa0,Buffalo Bills,1999,NA,3-4
Offensive Coordinator,Joe Pendry,PendJo0,Buffalo Bills,1999,NA,3-4
Defensive Coordinator,Ted Cottrell,CottTe0,Buffalo Bills,1999,NA,3-4
Other Notable Asst.,John Levra,LevrJo0,Buffalo Bills,1999,NA,3-4
Other Notable Asst.,Turk Schonert,SchoTu0,Buffalo Bills,1999,NA,3-4
Coach,George Seifert,SeifGe0,Carolina Panthers,1999,West Coast,4-3
Offensive Coordinator,Gil Haskell,HaskGi0,Carolina Panthers,1999,West Coast,4-3
Defensive Coordinator,John Marshall,MarsJo0,Carolina Panthers,1999,West Coast,4-3
Other Notable Asst.,Don Breaux,BreaDo0,Carolina Panthers,1999,West Coast,4-3
Other Notable Asst.,Chick Harris,HarrCh0,Carolina Panthers,1999,West Coast,4-3
Other Notable Asst.,Bill Musgrave,MusgBi0,Carolina Panthers,1999,West Coast,4-3
Other Notable Asst.,Greg Roman,RomaGr0,Carolina Panthers,1999,West Coast,4-3
Other Notable Asst.,Richard Williamson,WillRi0,Carolina Panthers,1999,West Coast,4-3
Head Coach/de facto General Manager,George Seifert,/executives/SeifGe0,Carolina Panthers,1999,West Coast,4-3
Coach,Dick Jauron,JaurDi0,Chicago Bears,1999,NA,4-3
Offensive Coordinator,Gary Crowton,CrowGa0,Chicago Bears,1999,NA,4-3
Defensive Coordinator,Greg Blache,BlacGr0,Chicago Bears,1999,NA,4-3
Other Notable Asst.,Dale Lindsey,LindDa0,Chicago Bears,1999,NA,4-3
Other Notable Asst.,John Shoop,ShooJo0,Chicago Bears,1999,NA,4-3
Other Notable Asst.,Eric Studesville,StudEr0,Chicago Bears,1999,NA,4-3
Coach,Bruce Coslet,CoslBr0,Cincinnati Bengals,1999,West Coast,3-4
Offensive Coordinator,Ken Anderson,AndeKe0,Cincinnati Bengals,1999,West Coast,3-4
Defensive Coordinator,Dick LeBeau,LeBeDi0,Cincinnati Bengals,1999,West Coast,3-4
Other Notable Asst.,Mark Duffner,DuffMa0,Cincinnati Bengals,1999,West Coast,3-4
Other Notable Asst.,Ray Horton,HortRa0,Cincinnati Bengals,1999,West Coast,3-4
Coach,Chris Palmer,PalmCh0,Cleveland Browns,1999,Erhardt-Perkins,4-3
Defensive Coordinator,Bob Slowik,SlowBo0,Cleveland Browns,1999,Erhardt-Perkins,4-3
Other Notable Asst.,Keith Butler,ButlKe0,Cleveland Browns,1999,Erhardt-Perkins,4-3
Other Notable Asst.,Bill Davis,DaviBi0,Cleveland Browns,1999,Erhardt-Perkins,4-3
Other Notable Asst.,John Hufnagel,HufnJo0,Cleveland Browns,1999,Erhardt-Perkins,4-3
Other Notable Asst.,Ray Perkins,PerkRa0,Cleveland Browns,1999,Erhardt-Perkins,4-3
Other Notable Asst.,Tony Sparano,SparTo0,Cleveland Browns,1999,Erhardt-Perkins,4-3
Other Notable Asst.,Ken Whisenhunt,WhisKe0,Cleveland Browns,1999,Erhardt-Perkins,4-3
Coach,Chan Gailey,GailCh0,Dallas Cowboys,1999,Erhardt-Perkins,4-3
Defensive Coordinator,Dave Campo,CampDa0,Dallas Cowboys,1999,Erhardt-Perkins,4-3
Other Notable Asst.,Jim Bates,BateJi0,Dallas Cowboys,1999,Erhardt-Perkins,4-3
Other Notable Asst.,George Edwards,EdwaGe0,Dallas Cowboys,1999,Erhardt-Perkins,4-3
Other Notable Asst.,Clancy Pendergast,PendCl0,Dallas Cowboys,1999,Erhardt-Perkins,4-3
Other Notable Asst.,Clarence Shelmon,ShelCl0,Dallas Cowboys,1999,Erhardt-Perkins,4-3
Other Notable Asst.,Mike Zimmer,ZimmMi0,Dallas Cowboys,1999,Erhardt-Perkins,4-3
Coach,Mike Shanahan,ShanMi0,Denver Broncos,1999,West Coast,4-3
Offensive Coordinator,Gary Kubiak,KubiGa0,Denver Broncos,1999,West Coast,4-3
Defensive Coordinator,Greg Robinson,RobiGr0,Denver Broncos,1999,West Coast,4-3
Other Notable Asst.,Frank Bush,BushFr0,Denver Broncos,1999,West Coast,4-3
Other Notable Asst.,Rick Dennison,DennRi0,Denver Broncos,1999,West Coast,4-3
Other Notable Asst.,Ed Donatell,DonaEd0,Denver Broncos,1999,West Coast,4-3
Other Notable Asst.,George Dyer,DyerGe0,Denver Broncos,1999,West Coast,4-3
Other Notable Asst.,Mike Heimerdinger,HeimMi0,Denver Broncos,1999,West Coast,4-3
Coach,Bobby Ross,RossBo0,Detroit Lions,1999,NA,4-3
Offensive Coordinator,Sylvester Croom,CrooSy0,Detroit Lions,1999,NA,4-3
Defensive Coordinator,Larry Peccatiello,PeccLa0,Detroit Lions,1999,NA,4-3
Other Notable Asst.,Gary Moeller,MoelGa0,Detroit Lions,1999,NA,4-3
Other Notable Asst.,Jerry Sullivan,SullJe0,Detroit Lions,1999,NA,4-3
Other Notable Asst.,Jim Zorn,ZornJi0,Detroit Lions,1999,NA,4-3
Coach,Ray Rhodes,RhodRa0,Green Bay Packers,1999,NA,4-3
Offensive Coordinator,Sherman Lewis,LewiSh0,Green Bay Packers,1999,NA,4-3
Defensive Coordinator,Emmitt Thomas,ThomEm0,Green Bay Packers,1999,NA,4-3
Other Notable Asst.,Larry Beightol,BeigLa0,Green Bay Packers,1999,NA,4-3
Other Notable Asst.,Jeff Jagodzinski,JagoJe0,Green Bay Packers,1999,NA,4-3
Other Notable Asst.,Mike McCarthy,McCaMi0,Green Bay Packers,1999,NA,4-3
Other Notable Asst.,Mike Trgovac,TrgoMi0,Green Bay Packers,1999,NA,4-3
Other Notable Asst.,Joe Vitt,VittJo0,Green Bay Packers,1999,NA,4-3
Other Notable Asst.,Ken Zampese,ZampKe0,Green Bay Packers,1999,NA,4-3
Coach,Jim Mora,MoraJi0,Indianapolis Colts,1999,Air Coryell,4-3
Offensive Coordinator,Tom Moore,MoorTo0,Indianapolis Colts,1999,Air Coryell,4-3
